,Company,TypeName,Cpu,Ram,Gpu,OpSys,Weight,Price,TouchScreen,IPS,ppi
853,Lenovo,Ultrabook,Intel Core i7,8,Nvidia GeForce,Windows 10,1.96,210471,0,1,157
854,Asus,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.3,87042,0,1,141
855,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.9,104517,0,0,141
856,Asus,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2,49659,0,0,100
857,HP,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.28,283025,1,0,166
858,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.62,71779,1,0,166
859,Lenovo,Notebook,Intel Core i3,4,Intel HD,No OS,2.2,51871,0,0,141
860,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.3,94010,0,1,141
861,HP,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,1.84,149199,0,0,141
862,Toshiba,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.05,142121,0,0,166
863,Lenovo,Gaming,Intel Core i5,8,Nvidia GeForce,No OS,2.5,112480,0,1,141
864,Dell,Ultrabook,Intel Core i7,16,Intel Iris,Windows 10,1.29,247744,1,0,276
865,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.07,100646,0,0,141
866,Toshiba,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.2,121107,0,0,118
867,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.37,215670,1,1,166
868,Acer,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.56,99761,0,1,157
869,Dell,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 10,2.23,196646,0,0,141
870,Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.38,116683,0,0,100
871,Lenovo,Notebook,Intel Core i3,4,AMD Radeon,No OS,2.2,52977,0,0,141
872,Toshiba,Notebook,Intel Core i7,8,Intel HD,Windows 10,2.0,153512,0,1,141
873,Lenovo,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.44,81291,0,1,166
874,Samsung,Ultrabook,Intel Core i7,16,Nvidia GeForce,Windows 10,1.23,204499,0,0,147
875,Dell,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.6,186914,0,0,176
876,Asus,Notebook,Other Intel Processor,4,Intel HD,Other Os_system,2,44018,0,0,100
877,Xiaomi,Ultrabook,Intel Core i5,8,Nvidia GeForce,Windows 10,1.28,103411,0,1,166
878,Dell,Notebook,Intel Core i5,4,Nvidia GeForce,Windows 10,2.18,100867,0,0,141
879,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.04,92793,0,0,141
880,HP,2 in 1 Convertible,Intel Core i5,4,Intel HD,Windows 10,1.28,188020,1,0,166
881,HP,2 in 1 Convertible,Intel Core i5,4,Intel HD,Windows 10,2.3,75650,1,0,100
882,Asus,Notebook,Other Intel Processor,4,Intel HD,Windows 10,1.65,38488,0,0,111
883,Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.2,73991,0,1,141
884,Dell,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.2,40811,0,0,100
885,HP,2 in 1 Convertible,Intel Core i5,4,Intel HD,Windows 10,1.28,198969,1,0,166
886,Dell,Notebook,Intel Core i3,4,AMD Radeon,Other Os_system,2.18,50323,0,0,100
887,Asus,Gaming,Intel Core i5,12,Nvidia GeForce,Windows 10,2.2,151411,0,0,127
888,Acer,Netbook,Other Intel Processor,4,Intel HD,Other Os_system,1.25,32848,0,1,135
889,Lenovo,Notebook,AMD-A-Series,4,AMD Radeon,Windows 10,2.8,41917,0,0,106
890,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.95,139909,0,0,157
891,HP,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows 10,1.42,154729,1,0,276
892,Samsung,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.17,187909,0,0,147
893,Lenovo,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.32,198969,0,1,157
894,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.43,292979,0,1,255
895,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.05,163135,0,0,166
896,Dell,Gaming,Intel Core i7,8,Nvidia GeForce,Other Os_system,2.62,102747,0,0,141
897,HP,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.04,99540,0,0,141
898,Dell,Notebook,Intel Core i3,4,AMD Radeon,Windows 10,2.18,67908,0,0,100
899,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.9,103411,0,0,141
900,Dell,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.24,222637,1,0,276
901,Asus,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,3.58,141457,0,1,127
902,Dell,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows 10,1.22,182379,1,0,166
903,Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.13,226619,0,1,157
904,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.95,216997,0,1,141
905,LG,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.08,232149,1,1,141
906,HP,Netbook,Intel Core i7,8,Intel HD,Windows 10,1.26,164019,0,0,176
907,Acer,Notebook,Other Intel Processor,4,Intel HD,Other Os_system,2.20,39705,0,1,141
908,Lenovo,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.6,87263,0,1,141
909,LG,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,0.98,210029,1,1,157
910,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.6,133273,0,0,157
911,HP,Ultrabook,Other Intel Processor,8,Intel HD,Windows 10,1.09,342860,1,0,352
912,Lenovo,Notebook,Intel Core i7,6,Nvidia GeForce,Windows 10,2.2,87263,0,0,141
913,HP,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.04,112590,0,0,141
914,Acer,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.4,55189,0,0,141
915,Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.44,97438,0,0,166
916,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.49,106176,0,0,166
917,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.7,176849,0,0,127
918,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.6,149199,0,0,141
919,MSI,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.2,123761,0,0,141
920,Dell,Notebook,Intel Core i5,4,AMD Radeon,Windows 10,2.18,75650,0,0,100
921,HP,Ultrabook,Intel Core i7,8,AMD Radeon,Windows 10,1.84,143337,0,0,141
922,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.39,127079,1,0,276
923,Toshiba,Notebook,Intel Core i7,16,Nvidia GeForce,Windows 10,2.4,218435,0,1,141
924,Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.37,201845,1,1,166
925,Dell,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.95,80627,0,0,100
926,Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.36,182490,0,1,176
927,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.31,128849,0,0,141
928,Dell,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.18,78304,0,0,100
929,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.95,127079,0,0,112
930,Lenovo,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.2,34175,0,0,100
931,HP,Ultrabook,Intel Core i5,4,Intel HD,Windows 10,1.26,174637,0,0,176
932,HP,Notebook,Other Intel Processor,4,Intel HD,No OS,1.86,31852,0,0,100
933,Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel Iris,Windows 10,1.3,198969,1,1,276
934,Toshiba,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.47,122213,0,1,157
935,HP,Netbook,Intel Core i5,8,Intel HD,Windows 10,1.26,184591,0,0,176
936,Dell,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.18,61714,0,0,100
937,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.2,132609,0,0,141
938,Dell,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.36,181273,0,0,157
939,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.36,305034,0,0,170
940,HP,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.75,154729,0,1,127
941,Asus,Notebook,Other Intel Processor,4,Nvidia GeForce,Windows 10,2.8,58618,0,0,106
942,Acer,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.23,68461,0,0,100
943,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.2,123761,0,0,100
944,Lenovo,2 in 1 Convertible,Other Intel Processor,8,Intel HD,Windows 10,1.1,143669,1,1,195
945,Lenovo,Gaming,AMD-F-Series,16,AMD Radeon,Windows 10,2.5,110489,0,1,141
946,Dell,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.36,162803,1,0,176
947,Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,No OS,2.2,75761,0,0,141
948,Dell,Notebook,Intel Core i3,4,AMD Radeon,Windows 10,2.36,72885,0,0,106
949,Acer,Notebook,Other Intel Processor,4,Intel HD,Other Os_system,1.68,38599,0,0,112
950,HP,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 10,2.0,248739,0,1,141
951,Dell,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.36,196315,0,0,157
952,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 7,1.2,161476,0,0,166
953,Asus,2 in 1 Convertible,Other Intel Processor,8,Intel HD,Other Os_system,1.2,128185,0,0,176
954,Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.7,164572,0,1,157
955,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.36,348832,0,1,255
956,Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.24,210029,1,0,166
957,HP,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Windows 10,1.45,85715,1,0,135
958,Dell,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.3,140240,0,0,276
959,Acer,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Other Os_system,1.25,43023,1,1,135
960,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.2,169771,0,0,166
961,Lenovo,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.36,194656,0,1,176
962,Acer,Notebook,Intel Core i5,12,Nvidia GeForce,Windows 10,2.4,111595,0,0,141
963,Toshiba,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.1,197974,1,0,176
964,HP,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.04,93567,0,0,100
965,Dell,Notebook,Intel Core i3,4,AMD Radeon,Other Os_system,2.25,51429,0,0,100
966,Dell,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.9,91245,0,0,100
967,HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.04,75761,0,0,141
968,Dell,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,4.42,348279,0,1,127
969,Lenovo,Notebook,Intel Core i5,6,Nvidia GeForce,Windows 10,2.4,76867,0,0,141
970,Dell,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows 10,1.22,210029,1,0,276
971,Dell,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.5,216997,1,0,210
972,Dell,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,4.42,309680,0,0,127
973,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.95,130508,0,0,157
974,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.73,226619,0,0,127
975,HP,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.04,108277,0,1,141
976,Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows 7,1.70,110821,0,0,112
977,Asus,2 in 1 Convertible,Intel Core i7,16,Nvidia GeForce,Windows 10,2.3,198969,1,0,282
978,HP,Notebook,Intel Core i7,6,Intel HD,Windows 10,2.04,64037,0,0,100
979,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.99,193439,0,0,127
980,Dell,2 in 1 Convertible,Intel Core i7,12,Intel HD,Windows 10,2.19,143669,1,1,141
981,Toshiba,Notebook,Intel Core i5,4,Intel HD,Windows 7,1.2,132167,0,0,166
982,Lenovo,Notebook,AMD-A-Series,6,AMD Radeon,Windows 10,2.2,60719,0,0,141
983,Fujitsu,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.3,71779,0,0,100
984,Toshiba,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.75,101199,0,0,112
985,Dell,Notebook,Intel Core i5,4,AMD Radeon,Windows 10,2.25,66249,0,0,100
986,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.04,89143,0,0,141
987,Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.5,131503,0,1,141
988,Dell,Notebook,Intel Core i7,8,AMD Radeon,Windows 10,2.36,82839,0,0,100
989,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.6,123761,0,0,157
990,HP,Netbook,Other Intel Processor,8,Intel HD,Windows 10,0.97,211024,0,0,176
991,HP,Notebook,Intel Core i3,4,AMD Radeon,Windows 10,2.1,55189,0,0,141
992,Lenovo,Notebook,Other Intel Processor,4,Intel HD,No OS,1.9,29862,0,0,100
993,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.3,149199,0,0,141
994,Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.68,98323,1,0,166
995,Asus,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.4,127190,0,0,276
996,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.11,149199,1,1,166
997,Acer,Notebook,Other Intel Processor,4,Intel HD,Windows 10,2.4,42028,0,0,100
998,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.5,198969,0,0,141
999,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.48,231043,0,0,157
1000,Acer,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.7,139356,0,1,141
1001,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.34,131503,0,1,166
1002,Dell,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.18,60498,0,0,100
1003,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.64,86157,0,0,112
1004,Toshiba,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.2,132167,0,0,166
1005,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.48,121549,0,0,112
1006,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.95,133273,0,0,157
1007,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 7,1.43,160259,0,0,157
1008,HP,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,1.64,116019,0,0,157
1009,HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.64,75650,0,0,112
1010,Dell,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.65,104959,0,0,141
1011,HP,Ultrabook,Intel Core i5,4,Intel HD,Windows 10,1.26,170213,0,0,176
1012,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.48,175854,0,0,157
1013,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.54,208702,0,0,157
1014,HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.49,88480,0,0,118
1015,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.5,133826,0,0,118
1016,HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.04,85051,0,0,100
1017,Lenovo,Notebook,Intel Core i7,16,Nvidia Quadro,Windows 7,2.4,328260,0,1,255
1018,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.47,164794,0,1,157
1019,HP,Notebook,Intel Core i7,8,Intel HD,Windows 10,1.43,246527,0,0,157
1020,Dell,2 in 1 Convertible,Intel Core i3,4,Intel HD,Windows 10,2.08,87927,1,1,141
1021,Toshiba,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.2,175854,0,0,166
1022,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.11,127079,0,1,166
1023,HP,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,1.64,131061,0,0,157
1024,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.09,115687,0,0,141
1025,HP,Ultrabook,Intel Core i5,4,Intel HD,Windows 10,1.26,172425,0,0,125
1026,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.31,131503,0,0,112
1027,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.95,117236,0,0,112
1028,Dell,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.29,179614,1,0,276
1029,HP,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.63,119448,0,0,127
1030,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.64,107613,0,0,112
1031,Acer,Notebook,AMD-A-Series,6,AMD Radeon,Windows 10,2.1,45235,0,0,100
1032,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.7,131724,0,0,127
1033,HP,Notebook,Intel Core i5,8,Intel HD,Windows 7,1.95,132167,0,0,157
1034,HP,Notebook,Intel Core i7,8,Intel HD,Windows 10,1.84,135816,0,0,141
1035,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.26,149199,0,0,176
1036,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.04,82065,0,0,100
1037,Toshiba,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.47,190785,0,1,157
1038,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 7,2.09,117457,0,0,141
1039,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.64,111706,0,0,157
1040,Lenovo,2 in 1 Convertible,Intel Core i7,4,Intel HD,Windows 10,1.8,93678,1,1,141
1041,Vero,Notebook,Other Intel Processor,2,Intel HD,Windows 10,1.45,23226,0,0,112
1042,Toshiba,Notebook,Intel Core i7,16,Nvidia GeForce,Windows 10,2.4,157605,0,1,141
1043,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.3,116019,0,0,141
1044,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.54,110600,0,0,157
1045,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.84,232591,0,0,141
1046,HP,Notebook,Intel Core i5,8,Intel HD,Windows 7,1.43,162471,0,0,157
1047,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,3.78,170877,0,1,127
1048,Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.6,253163,0,1,127
1049,Asus,Netbook,Other Intel Processor,4,Intel HD,Other Os_system,1.2,31742,0,0,135
1050,Lenovo,Notebook,Intel Core i7,16,Intel HD,Windows 7,1.1,289772,0,1,210
1051,HP,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,1.91,108277,0,1,141
1052,Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,2.3,120996,1,1,141
1053,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.04,108277,0,0,100
1054,Dell,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.2,249292,1,0,276
1055,HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.31,77973,0,0,100
1056,HP,Notebook,Intel Core i5,4,Intel HD,No OS,1.96,55189,0,0,100
1057,Acer,Notebook,AMD-A-Series,8,AMD Radeon,Windows 10,2.4,49659,0,0,100
1058,Dell,2 in 1 Convertible,Intel Core i7,12,Intel HD,Windows 10,1.6,143669,1,1,166
1059,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.94,201181,0,0,141
1060,HP,Notebook,Intel Core i7,8,Intel HD,Windows 10,2.04,118342,0,0,141
1061,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,No OS,4,110378,0,1,127
1062,Dell,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.25,61825,0,0,141
1063,Dell,Notebook,Intel Core i7,16,AMD Radeon,Windows 10,2.32,109383,0,0,141
1064,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,1.8,213347,0,0,141
1065,Dell,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.29,161254,0,0,166
1066,Asus,Gaming,Intel Core i7,64,Nvidia GeForce,Windows 10,3.58,439635,0,1,127
1067,Dell,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.62,88258,1,0,166
1068,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,3.21,146987,0,0,282
1069,Apple,Ultrabook,Other Intel Processor,8,Intel HD, Mac OS,0.920,143780,0,1,226
1070,Dell,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.06,53198,0,0,100
1071,HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.31,132609,0,0,100
1072,HP,Ultrabook,Intel Core i5,8,Intel HD,Windows 7,1.26,132609,0,0,176
1073,HP,Notebook,Intel Core i7,8,Intel HD,Windows 10,1.49,120554,0,0,166
1074,Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.3,189457,1,1,176
1075,Lenovo,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,3.0,72885,0,0,106
1076,Lenovo,Notebook,Intel Core i5,4,Nvidia GeForce,Windows 10,2.3,108056,0,1,141
1077,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,3.78,276389,0,0,127
1078,Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.1,59724,0,0,100
1079,HP,Notebook,Intel Core i5,4,Intel HD,Windows 7,2.31,103964,0,0,141
1080,Lenovo,Ultrabook,Other Intel Processor,8,Intel HD,Windows 10,0.99,154729,1,1,235
1081,Lenovo,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,4.6,358344,0,1,127
1082,Lenovo,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Windows 10,0.69,71447,1,1,224
1083,HP,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.3,226619,0,1,331
1084,Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.18,82950,0,0,141
1085,HP,Notebook,Intel Core i5,4,Intel HD,Windows 7,1.54,113918,0,0,157
1086,HP,Workstation,Intel Core i7,8,AMD FirePro,Windows 7,1.9,165347,0,0,141
1087,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 7,1.7,132609,0,0,157
1088,HP,Notebook,Other Intel Processor,4,Intel HD,Other Os_system,1.29,68019,0,0,276
1089,Acer,Notebook,AMD-A-Series,4,AMD Radeon,Windows 10,2.4,42802,0,0,100
1090,Dell,Notebook,Other Intel Processor,4,Intel HD,Other Os_system,2.2,43465,0,0,100
1091,HP,Notebook,Intel Core i3,4,Intel HD,No OS,1.86,38157,0,0,100
1092,Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.7,176849,0,1,127
1093,Dell,Ultrabook,Intel Core i5,4,AMD Radeon,Windows 10,1.4,90470,0,1,166
1094,HP,Netbook,Intel Core i5,4,Intel HD,Windows 7,2.4,176849,0,0,125
1095,Acer,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.4,88369,0,0,141
1096,Dell,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,2.36,70562,0,0,141
1097,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.6,176849,0,0,127
1098,HP,Notebook,Other Intel Processor,4,Intel HD,Windows 10,1.96,55300,0,0,100
1099,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.3,254269,0,1,127
1100,Dell,Ultrabook,Intel Core i3,4,Intel HD,Windows 7,1.5,125531,0,0,125
1101,Dell,Ultrabook,Intel Core i3,4,Intel HD,Windows 7,1.5,128959,0,0,125
1102,Acer,Notebook,Other Intel Processor,4,Intel HD,Other Os_system,2.20,23115,0,0,100
1103,HP,Workstation,Intel Core i7,8,AMD FirePro,Windows 7,3.0,320629,0,1,127
1104,Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.4,132609,0,0,141
1105,Dell,Ultrabook,Intel Core i5,8,Intel HD,Windows 7,1.5,156277,0,0,125
1106,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.9,167116,0,0,127
1107,Lenovo,2 in 1 Convertible,Intel Core i5,4,Intel HD,Windows 10,2.1,95890,1,1,141
1108,HP,Notebook,AMD-A-Series,4,AMD Radeon,Windows 10,2.1,44018,0,0,141
1109,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.59,148093,0,1,141
1110,HP,Notebook,Other Intel Processor,8,Intel HD,Windows 10,1.16,187909,1,0,276
1111,Dell,Notebook,Intel Core i5,4,AMD Radeon,Windows 7,2.24,85051,0,0,100
1112,Lenovo,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.1,47447,0,0,100
1113,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.16,217771,0,0,166
1114,Lenovo,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Other Os_system,0.69,60719,1,1,224
1115,Dell,Ultrabook,Intel Core i7,8,Intel Iris,Windows 10,1.23,152517,0,0,166
1116,Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.6,304039,0,1,127
1117,Razer,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.25,113807,1,0,352
1118,Toshiba,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.05,246195,0,0,166
1119,Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,3.52,145107,0,0,127
1120,Vero,Notebook,Other Intel Processor,4,Intel HD,Windows 10,1.35,21677,0,0,166
1121,HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.16,186914,0,0,166
1122,HP,Notebook,Intel Core i5,8,Intel HD,Windows 7,1.43,167337,0,0,157
1123,Dell,Notebook,Intel Core i5,4,Intel HD,Other Os_system,2.09,57843,0,0,100
1124,Asus,Notebook,Intel Core i3,4,Intel HD,Windows 10,2,48111,0,0,100
1125,Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.8,184591,1,1,157
1126,Lenovo,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Windows 10,0.69,52977,1,1,224
1127,HP,Ultrabook,Intel Core i5,8,Intel HD,Windows 7,1.26,209587,0,0,125
1128,Lenovo,Gaming,Intel Core i5,8,Nvidia GeForce,No OS,2.4,109383,0,1,141
1129,HP,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,3.35,124867,0,1,127
1130,HP,Notebook,Intel Core i7,8,Intel HD,Windows 10,2.04,69567,0,0,100
1131,Lenovo,2 in 1 Convertible,Intel Core i7,8,Nvidia Quadro,Windows 7,1.8,226730,1,1,157
1132,Asus,Notebook,Other Intel Processor,4,Intel HD,Windows 10,1.5,30746,0,0,112
1133,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.84,83171,0,0,141
1134,Acer,Notebook,Intel Core i5,4,Nvidia GeForce,Windows 10,2.23,68129,0,0,141
1135,Lenovo,Notebook,Intel Core i7,16,AMD Radeon,Windows 10,2.5,121549,0,0,141
1136,HP,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 7,3,436759,0,1,127
